Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
11,1,9.0,4.65,5.31,3.32,12.5,31.62,66.4,3.32
2,1,10.0,5.31,6.06,3.79,17.5,33.14,75.8,3.79
7,0,13.0,5.57,6.37,3.98,23.0,27.67999999999999,79.6,3.98
2,1,12.0,4.24,4.85,3.03,17.0,19.48,60.6,3.03
7,1,11.0,5.52,6.3,3.94,20.5,31.53999999999999,78.8,3.94
5,0,6.0,3.71,4.24,2.65,7.5,28.9,53.0,2.65
7,1,5.0,3.65,4.18,2.61,6.0,30.76000000000001,52.2,2.61
6,0,11.0,3.47,3.97,2.48,6.5,22.18,49.6,2.48
2,1,9.0,4.09,4.67,2.92,13.0,24.72,58.4,2.92
11,1,10.0,3.46,3.95,2.47,3.0,26.52,49.4,2.47
12,1,10.0,4.24,4.85,3.03,17.0,21.48,60.6,3.03
2,1,7.0,4.34,4.96,3.1,8.5,34.09999999999999,62.0,3.1
8,1,9.0,4.75,5.42,3.39,13.5,31.73999999999999,67.8,3.39
2,0,10.0,4.24,4.85,3.03,9.5,28.98,60.6,3.03
6,0,11.0,5.12,5.86,3.66,23.5,24.06,73.2,3.66
12,1,13.0,5.04,5.76,3.6,17.0,27.6,72.0,3.6
6,0,12.0,5.22,5.97,3.73,17.0,30.67999999999999,74.6,3.73
2,1,5.0,3.08,3.52,2.2,8.5,21.7,44.0,2.2
1,1,9.0,3.68,4.21,2.63,10.0,23.08,52.6,2.63
5,0,10.0,4.34,4.96,3.1,22.0,17.59999999999999,62.0,3.1
2,0,11.0,4.45,5.09,3.18,13.5,26.38,63.6,3.18
12,1,14.0,5.12,5.86,3.66,21.5,23.06,73.2,3.66
2,0,10.0,3.74,4.27,2.67,15.0,17.72,53.4,2.67
3,0,9.0,3.77,4.3,2.69,7.5,26.54,53.8,2.69
6,0,13.0,5.29,6.05,3.78,19.0,28.47999999999999,75.6,3.78
11,1,7.0,3.53,4.03,2.52,10.5,22.82,50.4,2.52
4,0,12.0,4.4,5.02,3.14,13.5,24.73999999999999,62.8,3.14
5,0,12.0,5.12,5.86,3.66,22.5,24.06,73.2,3.66
4,0,11.0,5.19,5.94,3.71,22.0,26.36,74.2,3.71
6,0,1.0,3.21,3.66,2.29,10.0,25.64,45.8,2.29
5,0,5.0,3.51,4.02,2.51,6.5,28.66,50.2,2.51
3,0,1.0,2.76,3.15,1.97,2.75,27.77,39.4,1.97
5,0,13.0,1.34,1.54,0.96,1.0,1.359999999999999,19.2,0.96
5,0,6.0,3.92,4.48,2.8,16.5,22.3,56.0,2.8
5,0,13.0,5.31,6.06,3.79,21.0,26.64,75.8,3.79
2,1,9.0,4.05,4.62,2.89,15.0,22.23999999999999,57.8,2.89
12,1,13.0,5.47,6.26,3.91,20.5,29.06,78.2,3.91
2,1,11.0,4.03,4.61,2.88,20.0,15.08000000000001,57.6,2.88
7,1,12.0,3.15,3.6,2.25,20.0,4.0,45.0,2.25
2,0,12.0,5.1,5.82,3.64,20.5,25.73999999999999,72.8,3.64
2,1,15.0,5.24,5.98,3.74,21.5,23.34,74.8,3.74
5,0,12.0,4.17,4.77,2.98,23.5,12.18,59.6,2.98
4,0,8.0,4.86,5.55,3.47,7.0,40.52000000000001,69.4,3.47
8,1,13.0,3.68,4.21,2.63,17.5,11.58000000000001,52.6,2.63
8,1,12.0,4.82,5.5,3.44,17.5,25.53999999999999,68.8,3.44
5,0,9.0,3.16,3.62,2.26,10.0,17.16,45.2,2.26
2,1,13.0,4.27,4.88,3.05,14.0,21.8,61.0,3.05
12,1,13.0,4.45,5.09,3.18,15.5,22.38,63.6,3.18
1,1,5.0,4.63,5.3,3.31,13.5,34.46000000000001,66.2,3.31
2,1,5.0,5.54,6.34,3.96,13.0,45.36,79.2,3.96
4,0,14.0,4.7,5.38,3.36,20.5,19.26000000000001,67.2,3.36
5,0,12.0,4.8,5.49,3.43,20.5,22.38,68.6,3.43
5,0,9.0,3.74,4.27,2.67,4.5,29.22,53.4,2.67
12,1,14.0,4.77,5.46,3.41,16.0,24.56,68.2,3.41
6,0,13.0,4.12,4.7,2.94,12.0,22.03999999999999,58.8,2.94
4,0,5.0,4.42,5.06,3.16,10.0,35.56,63.2,3.16
2,1,8.0,3.82,4.37,2.73,14.0,21.68,54.6,2.73
12,1,10.0,4.2,4.8,3.0,10.5,27.5,60.0,3.0
7,1,10.0,4.73,5.41,3.38,15.0,29.08,67.6,3.38
2,1,6.0,4.87,5.57,3.48,14.5,35.17999999999999,69.6,3.48
2,1,12.0,3.08,3.52,2.2,14.5,8.700000000000003,44.0,2.2
10,1,14.0,4.91,5.62,3.51,16.5,25.66,70.2,3.51
5,0,9.0,4.61,5.26,3.29,17.5,26.14,65.8,3.29
6,0,10.0,4.37,4.99,3.12,14.5,25.41999999999999,62.4,3.12
6,0,13.0,3.96,4.53,2.83,6.0,26.28,56.6,2.83
6,0,14.0,5.52,6.3,3.94,22.0,27.03999999999999,78.8,3.94
5,0,5.0,3.04,3.47,2.17,15.5,14.22,43.4,2.17
7,1,13.0,4.75,5.42,3.39,12.0,29.23999999999999,67.8,3.39
2,1,10.0,4.87,5.57,3.48,11.0,34.67999999999999,69.6,3.48
8,1,6.0,2.95,3.38,2.11,0.5,27.26000000000001,42.2,2.11
2,1,7.0,3.79,4.34,2.71,13.0,23.36,54.2,2.71
2,1,10.0,4.31,4.93,3.08,11.0,28.28,61.6,3.08
1,1,11.0,4.8,5.49,3.43,20.5,23.38,68.6,3.43
12,1,13.0,5.45,6.22,3.89,19.0,30.23999999999999,77.8,3.89
6,0,13.0,3.58,4.1,2.56,5.0,22.96,51.2,2.56
2,1,11.0,3.26,3.73,2.33,15.0,11.28,46.6,2.33
6,0,6.0,4.1,4.69,2.93,7.5,33.38,58.6,2.93
10,1,8.0,4.66,5.33,3.33,15.0,30.27999999999999,66.6,3.33
3,0,11.0,4.28,4.9,3.06,14.5,23.46000000000001,61.2,3.06
2,0,10.0,4.19,4.78,2.99,10.5,27.34,59.8,2.99
2,1,12.0,4.91,5.62,3.51,19.0,25.16,70.2,3.51
6,0,14.0,4.94,5.65,3.53,16.0,26.47999999999999,70.6,3.53
5,0,7.0,4.55,5.2,3.25,7.5,37.5,65.0,3.25
3,0,8.0,4.06,4.64,2.9,16.5,21.90000000000001,58.0,2.9
2,1,9.0,3.56,4.06,2.54,10.5,21.14,50.8,2.54
6,0,5.0,2.76,3.15,1.97,5.5,21.02,39.4,1.97
9,1,1.5,4.55,4.0,3.0,10.95,12.0,36.0,0.0
2,1,12.0,4.9,5.6,3.5,21.0,23.0,70.0,3.5
2,1,11.0,4.31,4.93,3.08,16.0,22.28,61.6,3.08
5,0,12.0,5.38,6.14,3.84,13.0,36.44,76.8,3.84
2,1,9.0,5.19,5.94,3.71,24.0,26.36,74.2,3.71
2,1,2.0,3.42,3.9,2.44,10.5,26.54,48.8,2.44
12,1,8.0,3.49,3.98,2.49,16.5,15.34,49.8,2.49
12,1,8.0,4.12,4.7,2.94,14.0,25.03999999999999,58.8,2.94
11,1,11.0,3.18,3.63,2.27,9.0,16.32,45.4,2.27
6,0,8.0,3.19,3.65,2.28,11.0,17.48,45.6,2.28
2,0,13.0,4.77,5.46,3.41,14.5,27.06,68.2,3.41
2,1,7.0,3.99,4.56,2.85,5.0,33.59999999999999,57.0,2.85
12,1,5.0,3.21,3.66,2.29,12.0,19.64,45.8,2.29
12,1,11.0,4.73,5.41,3.38,17.0,26.08,67.6,3.38
7,1,12.0,5.15,5.89,3.68,19.0,27.88,73.6,3.68
12,1,12.0,4.3,4.91,3.07,18.0,19.12,61.4,3.07
7,1,10.0,4.73,5.41,3.38,20.0,24.08,67.6,3.38
2,1,14.0,4.96,5.66,3.54,18.5,24.14,70.8,3.54
2,1,10.0,3.58,4.1,2.56,10.5,20.46,51.2,2.56
1,1,11.0,4.02,4.59,2.87,14.0,20.91999999999999,57.4,2.87
2,0,14.0,4.97,5.68,3.55,22.0,20.8,71.0,3.55
11,1,4.0,3.37,3.86,2.41,8.0,26.56,48.2,2.41
12,1,11.0,4.87,5.57,3.48,12.5,32.17999999999999,69.6,3.48
11,1,12.0,4.28,4.9,3.06,25.0,11.96000000000001,61.2,3.06
6,0,10.0,5.42,6.19,3.87,16.0,35.92,77.4,3.87
6,0,13.0,4.62,5.28,3.3,15.0,24.8,66.0,3.3
11,1,15.0,3.42,3.9,2.44,22.0,2.039999999999992,48.8,2.44
6,0,11.0,5.47,6.26,3.91,19.0,32.56,78.2,3.91
12,1,6.0,3.67,4.19,2.62,11.75,24.17,52.4,2.62
12,1,8.0,4.76,5.44,3.4,19.5,26.90000000000001,68.0,3.4
8,1,12.0,5.52,6.3,3.94,21.7,29.34,78.8,3.94
5,0,9.0,3.49,3.98,2.49,5.0,25.84,49.8,2.49
2,1,8.0,3.79,4.34,2.71,14.0,21.36,54.2,2.71
5,0,14.0,4.68,5.34,3.34,11.0,28.44,66.8,3.34
6,0,10.0,4.82,5.5,3.44,11.0,34.03999999999999,68.8,3.44
10,1,12.0,4.03,4.61,2.88,17.0,17.08000000000001,57.6,2.88
2,1,7.0,4.62,5.28,3.3,21.5,24.3,66.0,3.3
2,1,10.0,4.87,5.57,3.48,15.0,30.67999999999999,69.6,3.48
4,0,11.0,4.48,5.12,3.2,13.5,26.7,64.0,3.2
1,1,10.0,4.37,4.99,3.12,5.0,34.92,62.4,3.12
5,0,15.0,5.42,6.19,3.87,18.5,28.42,77.4,3.87
7,0,10.0,3.4,3.89,2.43,10.0,18.88,48.6,2.43
2,1,9.0,3.51,4.02,2.51,12.0,19.16,50.2,2.51
3,0,11.0,4.79,5.47,3.42,19.0,24.72000000000001,68.4,3.42
2,1,11.0,4.33,4.94,3.09,11.5,26.94,61.8,3.09
2,1,12.0,5.31,6.06,3.79,18.0,30.64,75.8,3.79
2,1,14.0,4.76,5.44,3.4,16.0,24.40000000000001,68.0,3.4
2,1,9.0,3.7,4.22,2.64,15.0,18.23999999999999,52.8,2.64
12,1,10.0,5.18,5.92,3.7,10.5,38.7,74.0,3.7
4,0,14.0,5.5,6.29,3.93,21.5,27.38,78.6,3.93
2,1,11.0,4.21,4.82,3.01,13.5,23.66,60.2,3.01
10,1,9.0,4.37,4.99,3.12,18.5,22.41999999999999,62.4,3.12
2,0,14.0,5.39,6.16,3.85,24.0,23.59999999999999,77.0,3.85
2,1,12.0,4.96,5.66,3.54,12.5,32.14,70.8,3.54
10,1,11.0,4.45,5.09,3.18,13.5,26.38,63.6,3.18
2,1,13.0,4.58,5.23,3.27,20.0,19.32000000000001,65.4,3.27
11,1,12.0,4.0,4.58,2.86,20.0,13.76000000000001,57.2,2.86
3,0,10.0,3.49,3.98,2.49,11.0,18.84,49.8,2.49
7,1,11.0,5.11,5.84,3.65,18.0,29.40000000000001,73.0,3.65
11,1,7.0,3.16,3.62,2.26,3.0,26.16,45.2,2.26
9,1,8.0,5.95,5.0,5.0,16.5,26.0,67.0,3.25
8,1,12.0,3.28,3.74,2.34,15.0,10.44,46.8,2.34
3,0,10.0,2.84,3.25,2.03,13.5,8.98,40.6,2.03
12,1,12.0,4.03,4.61,2.88,13.0,21.08000000000001,57.6,2.88
5,0,7.0,2.66,3.04,1.9,4.5,18.9,38.0,1.9
7,1,11.0,4.24,4.85,3.03,10.0,27.48,60.6,3.03
2,1,12.0,4.4,5.02,3.14,15.0,23.23999999999999,62.8,3.14
2,1,9.0,4.98,5.7,3.56,19.5,28.46000000000001,71.2,3.56
2,1,10.0,4.66,5.33,3.33,21.0,22.27999999999999,66.6,3.33
10,1,4.0,2.52,2.88,1.8,9.0,15.8,36.0,1.8
3,0,3.0,1.67,1.9,1.19,9.0,7.040000000000003,23.8,1.19
2,1,10.0,4.1,4.69,2.93,11.5,25.38,58.6,2.93
11,1,10.0,4.54,5.18,3.24,13.0,28.84,64.8,3.24
8,1,9.0,3.5,4.0,2.5,3.0,28.0,50.0,2.5
5,0,12.0,4.41,5.04,3.15,11.0,27.40000000000001,63.0,3.15
5,0,13.0,4.89,5.58,3.49,19.0,23.84,69.8,3.49
10,1,9.0,4.62,5.28,3.3,16.0,27.8,66.0,3.3
5,0,13.0,5.01,5.73,3.58,17.5,26.77999999999999,71.6,3.58
2,1,12.0,4.48,5.12,3.2,17.5,21.7,64.0,3.2
12,1,10.0,5.56,6.35,3.97,18.0,35.52000000000001,79.4,3.97
2,1,11.0,5.04,5.76,3.6,12.0,34.6,72.0,3.6
6,0,11.0,3.86,4.42,2.76,12.0,21.16,55.2,2.76
5,0,14.0,4.73,5.41,3.38,16.0,24.08,67.6,3.38
2,1,10.0,4.79,5.47,3.42,16.0,28.72000000000001,68.4,3.42
6,0,13.0,5.24,5.98,3.74,24.0,22.84,74.8,3.74
12,1,11.0,4.47,5.1,3.19,11.0,29.03999999999999,63.8,3.19
2,1,11.0,3.71,4.24,2.65,13.0,18.4,53.0,2.65
7,1,8.0,4.44,5.07,3.17,13.5,29.22,63.4,3.17
11,1,11.0,4.13,4.72,2.95,19.75,16.45,59.0,2.95
2,1,9.0,4.45,5.09,3.18,10.0,31.88,63.6,3.18
1,1,7.0,3.88,4.43,2.77,16.0,21.32,55.4,2.77
6,0,9.0,4.45,5.09,3.18,7.5,34.38,63.6,3.18
5,0,13.0,4.69,5.36,3.35,14.5,26.09999999999999,67.0,3.35
2,1,9.0,4.59,5.25,3.28,21.0,22.47999999999999,65.6,3.28
7,0,3.0,2.44,2.78,1.74,1.0,23.84,34.8,1.74
8,1,8.0,3.5,4.0,2.5,11.5,20.5,50.0,2.5
2,1,8.0,4.44,5.07,3.17,22.5,20.22,63.4,3.17
2,1,11.0,4.35,4.98,3.11,23.0,15.76000000000001,62.2,3.11
5,0,15.0,4.14,4.74,2.96,3.75,28.61,59.2,2.96
11,1,12.0,3.44,3.94,2.46,15.25,12.11,49.2,2.46
12,1,11.0,4.19,4.78,2.99,19.0,17.84,59.8,2.99
8,1,14.0,5.36,6.13,3.83,22.5,24.77999999999999,76.6,3.83
6,0,7.0,2.74,3.14,1.96,1.5,22.86,39.2,1.96
2,0,14.0,5.07,5.79,3.62,23.0,20.92,72.4,3.62
12,1,6.0,2.9,3.31,2.07,3.5,23.62,41.4,2.07
2,1,9.0,3.53,4.03,2.52,6.5,24.82,50.4,2.52
2,1,12.0,4.48,5.12,3.2,16.0,23.2,64.0,3.2
10,1,13.0,4.2,4.8,3.0,16.0,19.0,60.0,3.0
5,0,6.0,4.84,5.54,3.46,13.0,36.36,69.2,3.46
11,1,10.0,4.62,5.28,3.3,11.5,31.3,66.0,3.3
4,0,13.0,5.04,5.76,3.6,15.0,29.6,72.0,3.6
2,1,12.0,5.43,6.21,3.88,18.0,32.08,77.6,3.88
4,0,10.0,2.48,2.83,1.77,9.0,9.319999999999997,35.4,1.77
12,1,10.0,4.34,4.96,3.1,14.0,25.59999999999999,62.0,3.1
2,1,10.0,4.91,5.62,3.51,21.0,25.16,70.2,3.51
2,1,11.0,4.52,5.17,3.23,19.25,21.42999999999999,64.6,3.23
1,1,13.0,3.28,3.74,2.34,18.0,6.439999999999998,46.8,2.34
6,0,12.0,4.55,5.2,3.25,12.0,28.0,65.0,3.25
8,1,12.0,3.77,4.3,2.69,19.8,11.23999999999999,53.8,2.69
2,1,13.0,3.85,4.4,2.75,14.0,17.0,55.0,2.75
7,0,15.0,5.42,6.19,3.87,21.0,25.92,77.4,3.87
5,0,4.0,4.55,5.2,3.25,10.5,37.5,65.0,3.25
10,1,12.0,2.67,3.06,1.91,15.5,3.060000000000002,38.2,1.91
2,0,7.0,2.98,3.41,2.13,1.5,25.58,42.6,2.13
6,0,7.0,4.82,5.5,3.44,5.0,43.03999999999999,68.8,3.44
11,1,12.0,3.42,3.9,2.44,14.0,13.03999999999999,48.8,2.44
2,1,10.0,4.63,5.3,3.31,18.5,24.46000000000001,66.2,3.31
4,0,6.0,3.29,3.76,2.35,5.0,26.6,47.0,2.35
11,1,13.0,3.35,3.82,2.39,9.0,16.23999999999999,47.8,2.39
2,1,13.0,3.61,4.13,2.58,15.5,12.78,51.6,2.58
11,1,3.0,3.16,3.62,2.26,4.0,29.16,45.2,2.26
2,0,12.0,4.19,4.78,2.99,21.0,14.84,59.8,2.99
5,0,11.0,4.8,5.49,3.43,16.0,27.88,68.6,3.43
12,1,10.0,3.79,4.34,2.71,5.5,27.86,54.2,2.71
4,0,14.0,5.38,6.14,3.84,22.0,25.44,76.8,3.84
5,0,10.0,4.75,5.42,3.39,7.5,36.73999999999999,67.8,3.39
2,1,4.0,2.27,2.59,1.62,11.0,10.92,32.4,1.62
2,1,9.0,5.05,5.78,3.61,23.0,25.76000000000001,72.2,3.61
7,1,8.0,2.63,3.01,1.88,1.0,21.08,37.6,1.88
5,0,7.0,4.03,4.61,2.88,6.5,32.58,57.6,2.88
6,0,13.0,4.48,5.12,3.2,21.0,17.2,64.0,3.2
2,1,10.0,4.83,5.52,3.45,18.0,27.2,69.0,3.45
2,1,10.0,4.42,5.06,3.16,19.0,21.56,63.2,3.16
2,0,13.0,4.37,4.99,3.12,12.0,24.91999999999999,62.4,3.12
12,1,1.0,3.32,3.79,2.37,6.5,30.42,47.4,2.37
3,0,6.0,2.24,2.56,1.6,1.5,18.1,32.0,1.6
5,0,8.0,3.4,3.89,2.43,11.5,19.38,48.6,2.43
2,1,13.0,4.76,5.44,3.4,17.0,24.40000000000001,68.0,3.4
4,0,15.0,5.5,6.29,3.93,19.0,28.88,78.6,3.93
3,0,3.0,4.21,4.82,3.01,22.5,22.66,60.2,3.01
5,0,8.0,3.43,3.92,2.45,10.0,21.2,49.0,2.45
2,1,11.0,4.62,5.28,3.3,8.5,33.3,66.0,3.3
12,1,13.0,4.77,5.46,3.41,21.5,20.06,68.2,3.41
6,0,10.0,4.16,4.75,2.97,10.5,27.02,59.4,2.97
4,0,3.0,3.4,3.89,2.43,18.0,17.88,48.6,2.43
5,0,9.0,2.37,2.7,1.69,4.0,14.04,33.8,1.69
2,1,10.0,4.65,5.31,3.32,14.5,28.62,66.4,3.32
4,0,5.0,3.61,4.13,2.58,7.75,28.53,51.6,2.58
7,1,14.0,3.01,3.44,2.15,5.5,14.9,43.0,2.15
5,0,9.0,3.86,4.42,2.76,11.0,24.16,55.2,2.76
5,0,13.0,4.05,4.62,2.89,6.0,27.23999999999999,57.8,2.89
2,1,14.0,4.93,5.63,3.52,20.5,21.82000000000001,70.4,3.52
2,1,9.0,4.42,5.06,3.16,14.5,27.06,63.2,3.16
12,1,10.0,4.87,5.57,3.48,17.0,28.67999999999999,69.6,3.48
1,1,10.0,3.4,3.89,2.43,18.5,10.38,48.6,2.43
8,1,14.0,5.43,6.21,3.88,19.0,29.08,77.6,3.88
7,1,12.0,5.28,6.03,3.77,22.0,26.32000000000001,75.4,3.77
5,0,4.0,3.64,4.16,2.6,10.25,27.35,52.0,2.6
10,1,11.0,4.31,4.93,3.08,19.83,18.45,61.6,3.08
11,1,9.0,3.84,4.38,2.74,13.0,21.84,54.8,2.74
3,0,14.0,4.31,4.93,3.08,13.0,22.28,61.6,3.08
6,0,10.0,5.19,5.94,3.71,16.0,33.36,74.2,3.71
2,1,6.0,4.44,5.07,3.17,11.0,33.72,63.4,3.17
2,0,9.0,5.47,6.26,3.91,22.0,31.56,78.2,3.91
2,1,9.0,4.63,5.3,3.31,18.5,25.46000000000001,66.2,3.31
4,0,12.0,3.86,4.42,2.76,13.5,18.66,55.2,2.76
6,0,10.0,4.26,4.86,3.04,10.0,28.64,60.8,3.04
2,1,9.0,4.35,4.98,3.11,19.5,21.26000000000001,62.2,3.11
11,1,8.0,4.24,4.85,3.03,20.0,20.48,60.6,3.03
2,0,7.0,4.37,4.99,3.12,13.5,29.41999999999999,62.4,3.12
7,1,8.0,3.78,4.32,2.7,14.0,21.2,54.0,2.7
7,1,12.0,5.21,5.95,3.72,21.0,26.52000000000001,74.4,3.72
4,0,10.0,5.22,5.97,3.73,23.0,26.67999999999999,74.6,3.73
2,1,10.0,4.06,4.64,2.9,7.0,29.4,58.0,2.9
12,1,14.0,4.54,5.18,3.24,22.5,15.34,64.8,3.24
4,0,4.0,4.23,4.83,3.02,8.0,36.31999999999999,60.4,3.02
2,1,1.0,1.58,1.81,1.13,3.5,13.58,22.6,1.13
2,1,6.0,3.84,4.38,2.74,6.0,31.84,54.8,2.74
12,1,10.0,4.58,5.23,3.27,7.5,34.82000000000001,65.4,3.27
1,1,8.0,4.61,5.26,3.29,14.0,30.64,65.8,3.29
6,0,8.0,4.75,5.42,3.39,18.5,27.73999999999999,67.8,3.39
7,1,12.0,5.11,5.84,3.65,18.0,28.40000000000001,73.0,3.65
10,1,9.0,3.78,4.32,2.7,21.0,13.2,54.0,2.7
4,0,8.0,4.26,4.86,3.04,14.0,26.64,60.8,3.04
7,0,6.0,2.28,2.61,1.63,5.5,14.58,32.6,1.63
1,1,2.0,2.95,3.38,2.11,7.0,24.76000000000001,42.2,2.11
7,1,8.0,4.24,4.85,3.03,17.0,23.48,60.6,3.03
12,1,11.0,4.28,4.9,3.06,12.0,25.96000000000001,61.2,3.06
2,1,10.0,4.98,5.7,3.56,19.5,27.46000000000001,71.2,3.56
6,0,14.0,4.59,5.25,3.28,12.5,25.97999999999999,65.6,3.28
2,1,9.0,3.71,4.24,2.65,13.0,20.4,53.0,2.65
5,0,7.0,4.79,5.47,3.42,17.0,30.72000000000001,68.4,3.42
2,0,14.0,4.93,5.63,3.52,22.0,20.32000000000001,70.4,3.52
12,1,10.0,3.74,4.27,2.67,5.5,27.22,53.4,2.67
11,1,8.0,4.37,4.99,3.12,17.0,24.91999999999999,62.4,3.12
7,0,14.0,4.91,5.62,3.51,18.5,23.66,70.2,3.51
7,1,7.0,3.74,4.27,2.67,9.0,26.72,53.4,2.67
2,1,7.0,4.3,4.91,3.07,5.0,37.12,61.4,3.07
6,0,9.0,5.03,5.74,3.59,20.0,28.44,71.8,3.59
12,1,9.0,3.78,4.32,2.7,8.0,26.2,54.0,2.7
1,1,12.0,4.79,5.47,3.42,14.0,28.72000000000001,68.4,3.42
2,0,11.0,4.66,5.33,3.33,16.5,25.77999999999999,66.6,3.33
7,1,6.0,3.74,4.27,2.67,16.0,20.72,53.4,2.67
3,0,6.0,2.84,3.25,2.03,4.0,22.48,40.6,2.03
3,0,14.0,3.85,4.4,2.75,7.5,22.5,55.0,2.75
4,0,13.0,4.09,4.67,2.92,20.0,13.72,58.4,2.92
11,1,12.0,5.31,6.06,3.79,19.0,29.64,75.8,3.79
8,1,10.0,4.47,5.1,3.19,6.5,34.53999999999999,63.8,3.19
2,1,10.0,4.19,4.78,2.99,20.0,17.84,59.8,2.99
2,1,3.0,3.51,4.02,2.51,13.5,23.66,50.2,2.51
11,1,8.0,4.49,5.14,3.21,7.0,36.36,64.2,3.21
11,1,6.0,4.93,5.63,3.52,22.0,28.32000000000001,70.4,3.52
2,1,12.0,4.54,5.18,3.24,22.0,17.84,64.8,3.24
2,1,14.0,5.17,5.9,3.69,18.5,26.53999999999999,73.8,3.69
10,1,10.0,3.85,4.4,2.75,18.0,16.0,55.0,2.75
8,1,12.0,4.28,4.9,3.06,20.0,16.96000000000001,61.2,3.06
8,1,8.0,4.28,4.9,3.06,19.3,21.66,61.2,3.06
11,1,13.0,4.42,5.06,3.16,22.5,15.06,63.2,3.16
7,1,11.0,4.42,5.06,3.16,10.0,29.56,63.2,3.16
2,1,12.0,4.02,4.59,2.87,14.0,19.91999999999999,57.4,2.87
2,0,11.0,4.73,5.41,3.38,20.0,23.08,67.6,3.38
2,1,14.0,5.32,6.08,3.8,19.0,27.8,76.0,3.8
11,1,9.0,5.0,5.71,3.57,23.0,25.12,71.4,3.57
11,1,10.0,3.56,4.06,2.54,6.5,24.14,50.8,2.54
5,0,11.0,2.72,3.1,1.94,5.0,15.04,38.8,1.94
12,1,12.0,3.86,4.42,2.76,15.0,17.16,55.2,2.76
2,1,11.0,5.32,6.08,3.8,19.0,30.8,76.0,3.8
2,1,13.0,5.46,6.24,3.9,23.0,26.4,78.0,3.9
6,0,11.0,3.63,4.14,2.59,19.0,11.44,51.8,2.59
7,1,8.0,3.54,4.05,2.53,11.0,21.48,50.6,2.53
2,0,15.0,4.77,5.46,3.41,18.5,21.06,68.2,3.41
8,1,11.0,5.95,3.5,4.0,22.55,33.0,80.0,4.0
2,1,12.0,4.76,5.44,3.4,17.0,25.40000000000001,68.0,3.4
10,1,11.0,4.24,4.85,3.03,17.5,19.98,60.6,3.03
12,1,13.0,3.96,4.53,2.83,15.0,17.28,56.6,2.83
2,1,8.0,5.43,6.21,3.88,16.0,38.08,77.6,3.88
7,1,8.0,2.24,2.56,1.6,10.5,7.100000000000001,32.0,1.6
5,0,12.0,4.89,5.58,3.49,23.0,20.84,69.8,3.49
5,0,13.0,5.1,5.82,3.64,21.5,23.73999999999999,72.8,3.64
2,1,8.0,3.84,4.38,2.74,18.0,17.84,54.8,2.74
1,1,14.0,4.27,4.88,3.05,17.0,17.8,61.0,3.05
2,1,6.0,2.87,3.28,2.05,7.0,19.8,41.0,2.05
7,1,12.0,2.63,3.01,1.88,2.0,16.08,37.6,1.88
12,1,15.0,4.73,5.41,3.38,16.0,23.08,67.6,3.38
3,0,11.0,5.38,6.14,3.84,17.5,32.94,76.8,3.84
5,0,8.0,4.1,4.69,2.93,17.5,21.38,58.6,2.93
2,1,13.0,4.33,4.94,3.09,20.75,15.69,61.8,3.09
9,1,7.33,5.09,4.0,5.0,2.5,21.0,45.0,2.25
2,1,12.0,4.82,5.5,3.44,21.0,22.03999999999999,68.8,3.44
12,1,8.0,3.49,3.98,2.49,7.5,24.34,49.8,2.49
5,0,10.0,4.37,4.99,3.12,15.0,24.91999999999999,62.4,3.12
6,0,13.0,5.07,5.79,3.62,9.0,35.92,72.4,3.62
7,1,9.0,2.73,3.12,1.95,13.0,9.2,39.0,1.95
11,1,9.0,3.51,4.02,2.51,8.0,23.16,50.2,2.51
3,0,15.0,4.07,4.66,2.91,19.0,12.56,58.2,2.91
12,1,13.0,3.82,4.37,2.73,10.0,20.68,54.6,2.73
10,1,12.0,4.87,5.57,3.48,20.5,23.17999999999999,69.6,3.48
5,0,13.0,4.73,5.41,3.38,17.0,24.08,67.6,3.38
5,0,14.0,4.91,5.62,3.51,12.5,29.66,70.2,3.51
2,0,10.0,4.61,5.26,3.29,11.0,31.64,65.8,3.29
8,1,13.0,4.82,5.5,3.44,16.5,25.53999999999999,68.8,3.44
2,0,10.0,4.27,4.88,3.05,16.5,22.3,61.0,3.05
6,0,11.0,3.96,4.53,2.83,19.0,15.28,56.6,2.83
5,0,11.0,4.42,5.06,3.16,21.5,18.06,63.2,3.16
10,1,8.0,3.78,4.32,2.7,12.0,23.2,54.0,2.7
2,1,12.0,4.35,4.98,3.11,1.5,36.26000000000001,62.2,3.11
10,1,7.0,4.37,4.99,3.12,12.5,30.42,62.4,3.12
6,0,9.0,3.85,4.4,2.75,5.0,30.0,55.0,2.75
7,1,12.0,4.34,4.96,3.1,13.5,24.09999999999999,62.0,3.1
2,1,12.0,5.39,6.16,3.85,22.0,27.59999999999999,77.0,3.85
5,0,12.0,4.97,5.68,3.55,15.0,29.8,71.0,3.55
11,1,9.0,4.58,5.23,3.27,17.0,26.32000000000001,65.4,3.27
4,0,14.0,3.47,3.97,2.48,8.0,17.68,49.6,2.48
8,1,8.0,4.12,4.7,2.94,7.5,31.54,58.8,2.94
2,1,13.0,5.21,5.95,3.72,23.0,23.52000000000001,74.4,3.72
9,1,10.0,0.1925,5.0,4.0,24.8075,31.0,75.0,3.75
7,1,11.0,4.8,5.49,3.43,12.0,31.88,68.6,3.43
2,1,13.0,5.45,6.22,3.89,22.0,27.23999999999999,77.8,3.89
